Date,Open,High,Low,Close,Volume
1/2/2024,250.08,251.25,244.41,248.42,104654200.00
1/3/2024,244.98,245.68,236.32,238.45,121082600.00
1/4/2024,239.25,242.70,237.73,237.93,102629300.00
1/5/2024,236.86,240.12,234.90,237.49,92379400.00
1/8/2024,236.14,241.25,235.30,240.45,85166600.00
1/9/2024,238.11,238.96,232.04,234.96,96705700.00
1/10/2024,235.10,235.50,231.29,233.94,91628500.00
1/11/2024,230.57,230.93,225.37,227.22,105873600.00
1/12/2024,220.08,225.34,217.15,218.89,122889000.00
1/16/2024,215.10,223.49,212.18,219.91,115355000.00
1/17/2024,214.86,215.67,212.01,215.55,103164400.00
1/18/2024,216.88,217.45,208.74,211.88,108595400.00
1/19/2024,209.99,213.19,207.56,212.19,102095800.00
1/22/2024,212.26,217.80,206.27,208.80,117952500.00
1/23/2024,211.30,215.65,207.75,209.14,106605900.00
1/24/2024,211.88,212.73,206.77,207.83,123369900.00
1/25/2024,189.70,193.00,180.06,182.63,198076800.00
1/26/2024,185.50,186.78,182.10,183.25,107343200.00
1/29/2024,185.63,191.48,183.67,190.93,125013100.00
1/30/2024,195.33,196.36,190.61,191.59,109982300.00
1/31/2024,187.00,193.97,185.85,187.29,103221400.00
2/1/2024,188.50,189.88,184.28,188.86,91843300.00
2/2/2024,185.04,188.69,182.00,187.91,110505100.00
2/5/2024,184.26,184.68,175.01,181.06,134294400.00
2/6/2024,177.21,186.49,177.11,185.10,122676000.00
2/7/2024,188.18,189.79,182.68,187.58,111535200.00
2/8/2024,189.00,191.62,185.58,189.56,83034000.00
2/9/2024,190.18,194.12,189.48,193.57,84476300.00
2/12/2024,192.11,194.73,187.28,188.13,95498600.00
2/13/2024,183.99,187.26,182.11,184.02,86759500.00
2/14/2024,185.30,188.89,183.35,188.71,81203000.00
2/15/2024,189.16,200.88,188.86,200.45,120831800.00
2/16/2024,202.06,203.17,197.40,199.95,111173600.00
2/20/2024,196.13,198.60,189.13,193.76,104545800.00
2/21/2024,193.36,199.44,191.95,194.77,103844000.00
2/22/2024,194.00,198.32,191.36,197.41,92739500.00
2/23/2024,195.31,197.57,191.50,191.97,78841900.00
2/26/2024,192.29,201.78,192.00,199.40,111747100.00
2/27/2024,204.04,205.60,198.26,199.73,108645400.00
2/28/2024,200.42,205.30,198.44,202.04,99806200.00
2/29/2024,204.18,205.28,198.45,201.88,85907000.00
3/1/2024,200.52,204.52,198.50,202.64,82099200.00
3/4/2024,198.73,199.75,186.72,188.14,134334900.00
3/5/2024,183.05,184.59,177.57,180.74,119660800.00
3/6/2024,179.99,181.58,173.70,176.54,107920900.00
3/7/2024,174.35,180.04,173.70,178.65,102129000.00
3/8/2024,181.50,182.73,174.70,175.34,85315300.00
3/11/2024,175.45,182.87,174.80,177.77,85391500.00
3/12/2024,177.77,179.43,172.41,177.54,87391700.00
3/13/2024,173.05,176.05,169.15,169.48,106524500.00
3/14/2024,167.77,171.17,160.51,162.50,126325700.00
3/15/2024,163.16,165.18,160.76,163.57,96971900.00
3/18/2024,170.02,174.72,165.90,173.80,108214400.00
3/19/2024,172.36,172.82,167.42,171.32,77271400.00
3/20/2024,173.00,176.25,170.82,175.66,83846700.00
3/21/2024,176.39,178.18,171.80,172.82,73178000.00
3/22/2024,166.69,171.20,166.30,170.83,75454700.00
3/25/2024,168.76,175.24,168.73,172.63,74228600.00
3/26/2024,178.58,184.25,177.38,177.67,113186200.00
3/27/2024,181.41,181.91,176.00,179.83,81804000.00
3/28/2024,177.45,179.57,175.30,175.79,77654800.00
4/1/2024,176.17,176.75,170.21,175.22,81562100.00
4/2/2024,164.75,167.69,163.43,166.63,116650600.00
4/3/2024,164.02,168.82,163.28,168.38,82950100.00
4/4/2024,170.07,177.19,168.01,171.11,123162000.00
4/5/2024,169.08,170.86,160.51,164.90,141250700.00
4/8/2024,169.34,174.50,167.79,172.98,104423300.00
4/9/2024,172.91,179.22,171.92,176.88,103232700.00
4/10/2024,173.04,174.93,170.01,171.76,84532400.00
4/11/2024,172.55,175.88,168.51,174.60,94516000.00
4/12/2024,172.34,173.81,170.36,171.05,64506600.00
4/15/2024,170.24,170.69,161.38,161.48,100245300.00
4/16/2024,156.74,158.19,153.75,157.11,97000000.00
4/17/2024,157.64,158.33,153.78,155.45,82439700.00
4/18/2024,151.25,152.20,148.70,149.93,96098800.00
4/19/2024,148.97,150.94,146.22,147.05,86005100.00
4/22/2024,140.56,144.44,138.80,142.05,107097600.00
4/23/2024,143.33,147.26,141.11,144.68,124545100.00
4/24/2024,162.84,167.97,157.51,162.13,181178000.00
4/25/2024,158.96,170.88,158.36,170.18,126427500.00
4/26/2024,168.85,172.12,166.37,168.29,109815700.00
4/29/2024,188.42,198.87,184.54,194.05,243869700.00
4/30/2024,186.98,190.95,182.84,183.28,127031800.00
5/1/2024,182.00,185.86,179.01,179.99,92829700.00
5/2/2024,182.86,184.60,176.02,180.01,89148000.00
5/3/2024,182.10,184.78,178.42,181.19,75491500.00
5/6/2024,183.80,187.56,182.20,184.76,84390300.00
5/7/2024,182.40,183.26,177.40,177.81,75045900.00
5/8/2024,171.59,176.06,170.15,174.72,79969500.00
5/9/2024,175.01,175.62,171.37,171.97,65950300.00
5/10/2024,173.05,173.06,167.75,168.47,72627200.00
5/13/2024,170.00,175.40,169.00,171.89,67018900.00
5/14/2024,174.50,179.49,174.07,177.55,86407400.00
5/15/2024,179.90,180.00,173.11,173.99,79663000.00
5/16/2024,174.10,175.79,171.43,174.84,59812200.00
5/17/2024,173.55,179.63,172.75,177.46,77445800.00
5/20/2024,177.56,177.75,173.52,174.95,61727400.00
5/21/2024,175.51,186.88,174.71,186.60,115266500.00
5/22/2024,182.85,183.80,178.12,180.11,88313500.00
5/23/2024,181.80,181.90,173.26,173.74,71975500.00
5/24/2024,174.84,180.08,173.73,179.24,65479700.00
5/28/2024,176.40,178.25,173.16,176.75,59736600.00
5/29/2024,174.19,178.15,173.93,176.19,54782600.00
5/30/2024,178.58,182.67,175.38,178.79,77784800.00
5/31/2024,178.50,180.32,173.82,178.08,67314600.00
6/3/2024,178.13,182.64,174.49,176.29,68568900.00
6/4/2024,174.78,177.76,174.00,174.77,60056300.00
6/5/2024,175.35,176.15,172.13,175.00,57953800.00
6/6/2024,174.60,179.73,172.73,177.94,69887000.00
6/7/2024,176.13,179.35,175.58,177.48,56244900.00
6/10/2024,176.06,178.57,173.17,173.79,50869700.00
6/11/2024,173.92,174.75,167.41,170.66,64761900.00
6/12/2024,171.12,180.55,169.80,177.29,90389400.00
6/13/2024,188.39,191.08,181.23,182.47,118984100.00
6/14/2024,185.80,186.00,176.92,178.01,82038200.00
6/17/2024,177.92,188.81,177.00,187.44,109786100.00
6/18/2024,186.56,187.20,182.37,184.86,68982300.00
6/20/2024,184.68,185.21,179.66,181.57,55893100.00
6/21/2024,182.30,183.95,180.69,183.01,63029500.00
6/24/2024,184.97,188.80,182.55,182.58,61992100.00
6/25/2024,184.40,187.97,182.01,187.35,63678300.00
6/26/2024,186.54,197.76,186.36,196.37,95737100.00
6/27/2024,195.17,198.72,194.05,197.42,72746500.00
6/28/2024,199.55,203.20,195.26,197.88,95438100.00
7/1/2024,201.02,213.23,200.85,209.86,135691400.00
7/2/2024,218.89,231.30,218.06,231.26,205047900.00
7/3/2024,234.56,248.35,234.25,246.39,166561500.00
7/5/2024,249.81,252.37,242.46,251.52,154501200.00
7/8/2024,247.71,259.44,244.57,252.94,157219600.00
7/9/2024,251.00,265.61,250.30,262.33,160210900.00
7/10/2024,262.80,267.59,257.86,263.26,128519400.00
7/11/2024,263.30,271.00,239.65,241.03,221707300.00
7/12/2024,235.80,251.84,233.09,248.23,155955800.00
7/15/2024,255.97,265.60,251.73,252.64,146912900.00
7/16/2024,255.31,258.62,245.80,256.56,126332500.00
7/17/2024,252.73,258.47,246.18,248.50,115584800.00
7/18/2024,251.09,257.14,247.20,249.23,110869000.00
7/19/2024,247.79,249.44,236.83,239.20,87403900.00
7/22/2024,244.21,253.21,243.75,251.51,101225400.00
7/23/2024,253.60,255.76,245.63,246.38,111928200.00
7/24/2024,225.42,225.99,214.71,215.99,167942900.00
7/25/2024,216.80,226.00,216.23,220.25,100636500.00
7/26/2024,221.19,222.28,215.33,219.80,94604100.00
7/29/2024,224.90,234.27,224.70,232.10,129201800.00
7/30/2024,232.25,232.41,220.00,222.62,100560300.00
7/31/2024,227.90,234.68,226.79,232.07,67497000.00
8/1/2024,227.69,231.87,214.33,216.86,83861900.00
8/2/2024,214.88,216.13,205.78,207.67,82880100.00
8/5/2024,185.22,203.88,182.00,198.88,100308800.00
8/6/2024,200.75,202.90,192.67,200.64,73783900.00
8/7/2024,200.77,203.49,191.48,191.76,71159800.00
8/8/2024,195.70,200.70,192.04,198.84,65033900.00
8/9/2024,197.05,200.88,195.11,200.00,58648300.00
8/12/2024,199.02,199.26,194.67,197.49,64044900.00
8/13/2024,198.47,208.49,197.06,207.83,76247400.00
8/14/2024,207.39,208.44,198.75,201.38,70250000.00
8/15/2024,205.02,215.88,204.82,214.14,89848500.00
8/16/2024,211.15,219.80,210.80,216.12,88765100.00
8/19/2024,217.07,222.98,214.09,222.72,76435200.00
8/20/2024,224.88,228.22,219.56,221.10,74001200.00
8/21/2024,222.67,224.66,218.86,223.27,70146000.00
8/22/2024,223.82,224.80,210.32,210.66,79514500.00
8/23/2024,214.46,221.48,214.21,220.32,81525200.00
8/26/2024,218.75,219.09,211.01,213.21,59301200.00
8/27/2024,213.25,215.66,206.94,209.21,62821400.00
8/28/2024,209.72,211.84,202.59,205.75,64116400.00
8/29/2024,209.80,214.89,205.97,206.28,62308800.00
8/30/2024,208.63,214.57,207.03,214.11,63370600.00
9/3/2024,215.26,219.90,209.64,210.60,76714200.00
